station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
BER,18650122,-,-,100,-,0,-,2.5,-0.9,5.6,92
BER,18650123,-,-,70,-,10.5,-,-1,-3.5,2.9,82
BER,18650124,-,-,70,-,0,-,2.7,-3,7,83
BER,18650125,-,-,70,-,5.3,-,5,3.6,8.5,83
BER,18650126,-,-,100,-,3.2,-,5.6,4,11.1,88
BER,18650127,-,-,70,-,6.6,-,6.9,3.8,11.6,86
BER,18650128,-,-,70,-,3.1,-,-0.6,-3.7,6.9,88
BER,18650129,-,-,0,-,0,-,-6.4,-8.8,0.2,88
BER,18650130,-,-,100,-,0,-,-2.9,-9.6,-0.1,90
BER,18650131,-,-,90,-,3.8,-,-0.6,-1.6,4.5,94
BER,18650201,-,-,90,-,7.6,-,1.7,-1.4,4,94
BER,18650202,-,-,90,-,5.2,-,2.6,1.3,5.9,87
BER,18650203,-,-,100,-,0,-,2.4,0.8,5.1,82
BER,18650204,-,-,90,-,18,-,2.6,2,5,89
BER,18650205,-,-,80,-,1.5,-,1.6,0.4,4.6,90
BER,18650206,-,-,100,-,0,-,-0.2,-1.2,1,85
BER,18650207,-,-,60,-,0,-,-2.6,-4.5,-0.3,91
BER,18650208,-,-,100,-,0,-,0,-4.4,4,80
BER,18650209,-,-,100,-,0,-,-4.2,-,1.7,82
BER,18650210,-,-,100,-,7.1,-,-9.3,-11.5,-8.3,85
BER,18650211,-,-,30,-,0,-,-12.4,-13.6,-10.9,88
BER,18650212,-,-,60,-,0,-,-12.9,-14.5,-11,87
BER,18650213,-,-,20,-,0,-,-10.7,-14.8,-6.4,83
BER,18650214,-,-,20,-,0,-,-10,-15.5,-5.5,90
BER,18650215,-,-,100,-,0,-,-8.5,-12,-4.5,97
BER,18650216,-,-,60,-,0,-,-4.2,-8.5,-0.7,88
BER,18650217,-,-,70,-,6.1,-,-2,-4.5,3.5,97
BER,18650218,-,-,80,-,0,-,1.3,-5.3,4.3,88
BER,18650219,-,-,60,-,2.8,-,5.3,-0.1,7.9,84
BER,18650220,-,-,50,-,0,-,-2.4,-4.4,1.3,85
BER,18650221,-,-,90,-,0,-,-3.7,-5,-0.6,90
BER,18650222,-,-,40,-,6,-,-3.7,-6,1.1,86
BER,18650223,-,-,70,-,0,-,-3.3,-9.8,2.7,78
BER,18650224,-,-,70,-,0,-,-0.6,-4.5,6,75
BER,18650225,-,-,80,-,0,-,1.6,-1,6.7,84
BER,18650226,-,-,100,-,0,-,2,1.3,3.9,86
BER,18650227,-,-,90,-,0,-,1.8,-2.4,6.6,79
BER,18650228,-,-,90,-,0,-,3.8,0.5,8.5,82
BER,18650301,-,-,100,-,2.6,-,2.3,0.9,4.9,90
BER,18650302,-,-,100,-,5.6,-,2.4,1.9,4.6,87
BER,18650303,-,-,100,-,0,-,-0.4,-1.4,4.4,88
BER,18650304,-,-,40,-,9.5,-,-1.2,-4,5.1,78
BER,18650305,-,-,80,-,0,-,0.6,-4,6.8,76
BER,18650306,-,-,60,-,2.5,-,2.1,-0.7,7,81
BER,18650307,-,-,90,-,11.9,-,0.2,-0.5,4.6,93
BER,18650308,-,-,100,-,0.8,-,0.1,-1,3,93
BER,18650309,-,-,100,-,0,-,-0.9,-2.6,4.4,87
BER,18650310,-,-,90,-,2,-,-0.7,-2.5,2.4,82
BER,18650311,-,-,80,-,4.8,-,-1.4,-2.5,2,89
BER,18650312,-,-,40,-,0,-,0.2,-3.6,3.4,80
BER,18650313,-,-,100,-,0,-,0.2,-0.5,2,83
BER,18650314,-,-,70,-,0,-,0.6,-1.1,3.1,85
BER,18650315,-,-,30,-,0,-,1.7,-3,5.7,80
BER,18650316,-,-,100,-,0,-,-1.7,-2.3,1.5,91
BER,18650317,-,-,20,-,0.9,-,-1.4,-5.3,4.2,76
BER,18650318,-,-,50,-,0,-,-0.1,-4.4,3.9,71
BER,18650319,-,-,10,-,0,-,0.2,-5.4,6,76
BER,18650320,-,-,100,-,0,-,-5.9,-7.5,-1,84
BER,18650321,-,-,40,-,3.7,-,-3.7,-9.1,3.2,82
BER,18650322,-,-,100,-,0,-,-1.8,-2.9,4.1,89
BER,18650323,-,-,90,-,2.6,-,-4.5,-5.7,-2,82
BER,18650324,-,-,80,-,0,-,-3.2,-8.7,2.9,80
BER,18650325,-,-,70,-,2,-,-2.7,-4.1,2,90
BER,18650326,-,-,90,-,0,-,0,-5.5,4.4,72
BER,18650327,-,-,100,-,4.8,-,-1.2,-3,3,90
BER,18650328,-,-,80,-,1.8,-,-4.3,-6.9,-0.6,91
BER,18650329,-,-,20,-,0,-,-6,-11.1,-1.9,86
BER,18650330,-,-,80,-,0,-,-5.4,-10.5,0.1,91
BER,18650331,-,-,100,-,1.5,-,-2.2,-7.5,5.9,90
BER,18650401,-,-,30,-,0.8,-,-0.8,-4.9,6.8,80
BER,18650402,-,-,30,-,0,-,0.9,-4.6,7.3,76
BER,18650403,-,-,20,-,0,-,3.3,-3.3,12.5,78
BER,18650404,-,-,50,-,0,-,6.1,2.6,14,77
BER,18650405,-,-,40,-,0,-,8,0.4,16.5,70
BER,18650406,-,-,30,-,0,-,10.5,4,17.9,64
BER,18650407,-,-,0,-,0,-,10.1,2.5,16.8,70
BER,18650408,-,-,0,-,0,-,10.5,2,20.9,70
BER,18650409,-,-,20,-,0,-,12.4,4.1,21.5,65
BER,18650410,-,-,60,-,0,-,14.3,8.1,21.5,61
BER,18650411,-,-,10,-,0,-,13.4,9,21,63
BER,18650412,-,-,30,-,0,-,13.4,5.5,21.7,65
BER,18650413,-,-,30,-,0,-,12.6,9,20,71
BER,18650414,-,-,100,-,0.4,-,11.1,6,15.6,79
BER,18650415,-,-,100,-,0,-,12.3,9.2,15.4,88
BER,18650416,-,-,40,-,0,-,14.9,9.9,20.7,77
BER,18650417,-,-,20,-,0,-,15,7.4,22.5,70
BER,18650418,-,-,40,-,0,-,16.5,8.3,24,58
BER,18650419,-,-,40,-,0,-,17.4,8.5,25.7,61
BER,18650420,-,-,60,-,15.5,-,14.9,12.5,18.5,81
BER,18650421,-,-,10,-,0,-,17,8.9,22.1,63
BER,18650422,-,-,0,-,0,-,16.2,7,22.3,63
BER,18650423,-,-,0,-,0,-,15,7.2,21.6,66
BER,18650424,-,-,0,-,0,-,14.4,6.6,22.6,63
BER,18650425,-,-,20,-,0,-,16.4,6.9,26.4,57
BER,18650426,-,-,40,-,0.2,-,15.7,-,25,61
BER,18650427,-,-,10,-,0,-,15.9,-,24.3,54
BER,18650428,-,-,0,-,0,-,15.2,7.4,24,51
BER,18650429,-,-,30,-,0,-,14.5,7,23,59
BER,18650430,-,-,70,-,0,-,10.5,6.4,15.6,75
BER,18650501,-,-,30,-,0,-,12.2,1.7,20,60
BER,18650502,-,-,10,-,0,-,13.2,5.3,21.7,57
BER,18650503,-,-,20,-,0,-,14.6,5,24.6,64
BER,18650504,-,-,30,-,0,-,16.5,8,23.5,66
BER,18650505,-,-,60,-,0,-,17.2,8.1,24.3,61
BER,18650506,-,-,100,-,0,-,16.3,13,21.5,69
BER,18650507,-,-,80,-,1.8,-,18.2,13,25,79
BER,18650508,-,-,50,-,12,-,18.1,13.9,24.4,83
BER,18650509,-,-,70,-,0,-,15.8,10.7,22.8,80
BER,18650510,-,-,60,-,0,-,12.9,8.3,18.9,75
BER,18650511,-,-,100,-,3.3,-,10.1,7.7,12,81
BER,18650512,-,-,60,-,0,-,12.7,5.6,18,72
BER,18650513,-,-,60,-,0,-,13.9,10,19.8,78
BER,18650514,-,-,40,-,0,-,15.9,7.6,23.7,71
BER,18650515,-,-,80,-,0,-,15.2,11.5,22,82
BER,18650516,-,-,80,-,19.6,-,10.3,8,14,89
BER,18650517,-,-,10,-,0,-,13.5,5,18,70
BER,18650518,-,-,70,-,1.8,-,14.5,10.9,19,80
BER,18650519,-,-,100,-,18.2,-,12,10,16,86
BER,18650520,-,-,50,-,0,-,13.8,8.5,18.9,85
BER,18650521,-,-,60,-,0,-,14.5,11,21.5,83
BER,18650522,-,-,50,-,0,-,14.9,9.4,22,76
BER,18650523,-,-,40,-,0,-,17,8.3,23.8,68
BER,18650524,-,-,90,-,7.8,-,13,10.6,17.6,82
BER,18650525,-,-,40,-,11.4,-,12.4,9,17.7,72
BER,18650526,-,-,0,-,0,-,14.9,6,19.8,70
BER,18650527,-,-,0,-,0,-,16.4,7.6,23.3,73
BER,18650528,-,-,0,-,0,-,18,10.3,27,65
BER,18650529,-,-,30,-,0,-,19.5,12,28.1,65
BER,18650530,-,-,20,-,0,-,20.7,12.8,28.2,62
BER,18650531,-,-,60,-,0,-,19.1,16.3,25,70
BER,18650601,-,-,90,-,3,-,19.5,14.4,25.4,82
BER,18650602,-,-,100,-,0,-,14.6,12.2,18.9,89
BER,18650603,-,-,70,-,9.7,-,15.8,10,21,77
BER,18650604,-,-,70,-,0,-,15.6,12.1,20.5,79
BER,18650605,-,-,40,-,2.7,-,16.1,11.8,20.3,70
BER,18650606,-,-,20,-,0,-,16,10.5,20,70
BER,18650607,-,-,10,-,0,-,17.2,12.6,21.5,64
BER,18650608,-,-,0,-,0,-,16.7,11.4,21.2,67
BER,18650609,-,-,0,-,0,-,17.7,10.5,23.4,57
BER,18650610,-,-,10,-,0,-,19.6,10.5,29,60
BER,18650611,-,-,50,-,0,-,17,13.1,23,63
BER,18650612,-,-,40,-,0,-,11.6,9,15.5,58
BER,18650613,-,-,0,-,0,-,12.3,5.7,16.5,56
BER,18650614,-,-,0,-,0,-,16,5.5,21.1,57
BER,18650615,-,-,10,-,0,-,14.5,10.5,19.6,71
BER,18650616,-,-,50,-,0,-,13.9,9.1,17,63
BER,18650617,-,-,20,-,0,-,15.4,8.1,20.6,61
BER,18650618,-,-,20,-,0,-,13.6,7.9,17,65
BER,18650619,-,-,0,-,0,-,14.1,6,19.4,57
BER,18650620,-,-,0,-,0,-,18.1,6.7,24.1,59
BER,18650621,-,-,0,-,0,-,18.7,10.5,25,50
BER,18650622,-,-,0,-,0,-,19.5,9,25.2,50
BER,18650623,-,-,0,-,0,-,17,11.4,23.1,51
BER,18650624,-,-,60,-,0,-,19.2,9,27.4,50
BER,18650625,-,-,70,-,0,-,15,9.8,20.9,57
BER,18650626,-,-,70,-,0,-,16.6,7.5,23,52
BER,18650627,-,-,20,-,0,-,17.7,13.4,22.5,49
BER,18650628,-,-,0,-,0,-,18.1,9,24.3,44
BER,18650629,-,-,50,-,0,-,17.7,8.7,27.9,62
BER,18650630,-,-,100,-,4.8,-,13.2,8,18.2,75
BER,18650701,-,-,90,-,2.3,-,12.7,8.7,18,73
BER,18650702,-,-,60,-,22.8,-,12.9,9.5,18.4,70
BER,18650703,-,-,0,-,0,-,17.1,7.6,22.6,57
BER,18650704,-,-,0,-,0,-,19.5,9.5,28.4,60
BER,18650705,-,-,0,-,0,-,21,11.4,27.4,57
BER,18650706,-,-,20,-,0,-,23.5,12.2,31.1,57
BER,18650707,-,-,20,-,0,-,23.9,18,31.4,56
BER,18650708,-,-,40,-,0,-,23.4,16.2,31,60
BER,18650709,-,-,90,-,2.5,-,17.5,15.2,25.6,85
BER,18650710,-,-,70,-,30.4,-,14.6,11.2,18.5,80
BER,18650711,-,-,50,-,0,-,17,9,22.2,61
BER,18650712,-,-,40,-,3.4,-,13.1,10.5,17.4,68
BER,18650713,-,-,0,-,0,-,15.8,7.6,20.5,63
BER,18650714,-,-,0,-,0,-,19.7,9.7,27.9,63
BER,18650715,-,-,20,-,0,-,22.6,13.9,30,65
BER,18650716,-,-,0,-,0,-,23.4,16.2,31.4,61
BER,18650717,-,-,0,-,0,-,25.3,14.8,33.7,57
BER,18650718,-,-,50,-,0.5,-,21.3,18,27.4,72
BER,18650719,-,-,30,-,0,-,22.4,15.2,30.5,64
BER,18650720,-,-,20,-,0,-,23.6,16.7,29,67
BER,18650721,-,-,60,-,0,-,18.5,14.8,24.1,64
BER,18650722,-,-,60,-,4.3,-,16.4,13.9,21.9,64
BER,18650723,-,-,60,-,0,-,17.6,10,26.5,71
BER,18650724,-,-,70,-,2.4,-,17.7,18.5,21.2,74
BER,18650725,-,-,80,-,0,-,17.3,11.8,23,78
BER,18650726,-,-,100,-,1,-,17.2,15.3,21.3,91
BER,18650727,-,-,100,-,14,-,18.9,16,23,88
BER,18650728,-,-,60,-,2.2,-,18.8,15.5,24.1,85
BER,18650729,-,-,30,-,0,-,19.7,14,24.3,76
BER,18650730,-,-,10,-,0,-,19.4,13.6,26.1,68
BER,18650731,-,-,40,-,0,-,19.7,12,29.6,68
BER,18650801,-,-,90,-,6.1,-,15.4,13.5,20.5,83
BER,18650802,-,-,90,-,2,-,17.4,12.9,18.5,79
BER,18650803,-,-,100,-,8.3,-,12.7,10.3,18.5,82
BER,18650804,-,-,90,-,0,-,10.5,8.5,14.6,82
BER,18650805,-,-,60,-,15.8,-,12.5,6.9,17.6,71
BER,18650806,-,-,40,-,0,-,13.7,6,18.5,65
BER,18650807,-,-,90,-,0,-,14.6,10.1,19,71
BER,18650808,-,-,60,-,4.7,-,14,10.9,20.1,81
BER,18650809,-,-,0,-,0,-,15.3,8.2,22.7,76
BER,18650810,-,-,50,-,0,-,17.1,9.6,25,78
BER,18650811,-,-,80,-,0,-,18,12.5,22.6,84
BER,18650812,-,-,70,-,2.7,-,20.5,16,26.8,80
BER,18650813,-,-,90,-,0,-,17,15.3,21.5,86
BER,18650814,-,-,90,-,0,-,14.6,13.4,17.1,91
BER,18650815,-,-,90,-,26,-,15.6,10.5,20.6,80
BER,18650816,-,-,100,-,0,-,15.3,13.9,20,89
BER,18650817,-,-,80,-,7.5,-,14.8,13,19,73
BER,18650818,-,-,90,-,0,-,14.6,11,19,76
BER,18650819,-,-,50,-,33.6,-,15,12,20.5,86
BER,18650820,-,-,80,-,0,-,15.6,10.5,23,86
BER,18650821,-,-,60,-,7.7,-,18.4,14,24.5,75
BER,18650822,-,-,100,-,3,-,17.2,13.8,21.2,87
BER,18650823,-,-,70,-,9,-,17.2,15.5,23.5,88
BER,18650824,-,-,60,-,0,-,15.8,12.4,21,77
BER,18650825,-,-,90,-,6.9,-,15.1,12,21,93
BER,18650826,-,-,70,-,17.2,-,15.9,14.1,18.7,97
BER,18650827,-,-,30,-,0.9,-,20.1,14.7,26.4,86
BER,18650828,-,-,0,-,0,-,21.6,15.2,29.5,80
BER,18650829,-,-,70,-,0,-,16.5,15,23.1,81
BER,18650830,-,-,100,-,14.4,-,14.4,12,19.8,87
BER,18650831,-,-,80,-,1.3,-,13.4,10.5,16.1,78
BER,18650901,-,-,50,-,0,-,14.5,7.9,19.3,76
BER,18650902,-,-,30,-,0.3,-,16.5,13,22.3,75
BER,18650903,-,-,0,-,0,-,16.7,10,23.2,80
BER,18650904,-,-,30,-,0,-,17.5,10.3,25,84
BER,18650905,-,-,20,-,0,-,18.1,12.3,25.1,77
BER,18650906,-,-,20,-,0,-,19.1,13.3,24.7,82
BER,18650907,-,-,10,-,0,-,18.5,12.9,26.1,77
BER,18650908,-,-,20,-,0,-,18.7,12.7,25.7,73
BER,18650909,-,-,20,-,0.4,-,18.5,13.5,26.6,72
BER,18650910,-,-,10,-,0,-,19.2,13.4,28.2,74
BER,18650911,-,-,0,-,0,-,20.1,16.5,26.6,68
BER,18650912,-,-,40,-,0,-,15.8,13.4,20.8,80
BER,18650913,-,-,0,-,0,-,14.4,8.5,19.7,69
BER,18650914,-,-,0,-,0,-,14.5,6.7,22,77
BER,18650915,-,-,0,-,0,-,15.7,8,23,71
BER,18650916,-,-,0,-,0,-,15.4,8.7,22,78
BER,18650917,-,-,20,-,0,-,16,8.7,24,75
BER,18650918,-,-,0,-,0,-,16.2,8.5,23,66
BER,18650919,-,-,0,-,0,-,15.5,9.9,21.4,72
BER,18650920,-,-,0,-,0,-,15.9,8.1,25.3,79
BER,18650921,-,-,10,-,0,-,17.7,10,25.4,79
BER,18650922,-,-,0,-,0,-,16.5,10.2,23,74
BER,18650923,-,-,30,-,0,-,13.9,7.7,21.2,77
BER,18650924,-,-,0,-,0,-,13.8,7.5,21,75
BER,18650925,-,-,0,-,0,-,13.1,6,20.6,74
BER,18650926,-,-,0,-,0,-,12.5,5.5,19.9,78
BER,18650927,-,-,10,-,0,-,12.3,6,22,72
BER,18650928,-,-,0,-,0,-,13,6.4,21.9,71
BER,18650929,-,-,0,-,0,-,13,6.5,20.3,66
BER,18650930,-,-,10,-,0,-,11.6,5,20.1,80
BER,18651001,-,-,80,-,0,-,11.8,9,19.5,79
BER,18651002,-,-,20,-,0,-,12.8,8.1,20.4,74
BER,18651003,-,-,10,-,0,-,12.5,5.6,20.5,76
BER,18651004,-,-,0,-,0,-,11.2,6.5,17,69
BER,18651005,-,-,10,-,0,-,7.7,3,12.6,68
BER,18651006,-,-,10,-,0,-,6.9,1,13.8,81
BER,18651007,-,-,30,-,0,-,8.4,1.3,17.1,82
BER,18651008,-,-,70,-,0,-,10.8,3.2,18.1,82
BER,18651009,-,-,100,-,0,-,12.2,8.1,16,89
BER,18651010,-,-,100,-,2.4,-,12.4,11.1,17.7,84
BER,18651011,-,-,70,-,0,-,11.5,9.2,15.4,85
BER,18651012,-,-,60,-,0,-,10.7,7.6,16.7,82
BER,18651013,-,-,70,-,0,-,9.8,3.8,15.5,86
BER,18651014,-,-,100,-,5.1,-,8.6,6,10.2,96
BER,18651015,-,-,50,-,1.9,-,7.8,2.7,11.4,94
BER,18651016,-,-,40,-,0,-,6.1,2,12.6,93
BER,18651017,-,-,70,-,0,-,7.9,2.1,15.1,83
BER,18651018,-,-,60,-,0,-,7.8,3.9,13.1,86
BER,18651019,-,-,90,-,0,-,8.7,6,14,77
BER,18651020,-,-,80,-,0,-,7.9,6.3,11,89
BER,18651021,-,-,50,-,0,-,9.4,6,15,86
BER,18651022,-,-,80,-,0,-,10,5.1,16.2,86
BER,18651023,-,-,100,-,36,-,8.4,6.9,11,93
BER,18651024,-,-,90,-,7.1,-,9.8,7.8,12.5,87
BER,18651025,-,-,70,-,0,-,10.4,5.5,15.1,70
BER,18651026,-,-,50,-,8.9,-,7.8,5.2,13.6,81
BER,18651027,-,-,70,-,9.9,-,8.1,6.1,11.1,83
BER,18651028,-,-,90,-,3.8,-,6.3,5.3,9.4,81
BER,18651029,-,-,70,-,12.6,-,4.8,2.5,9,88
BER,18651030,-,-,90,-,0,-,8.8,4.9,16,82
BER,18651031,-,-,100,-,3.9,-,6.8,5.8,9,90
BER,18651101,-,-,80,-,0,-,4.6,2,7,96
BER,18651102,-,-,100,-,24.3,-,4.8,4.5,6.2,95
BER,18651103,-,-,100,-,1.8,-,4.6,4.5,6,95
BER,18651104,-,-,100,-,3.4,-,3.8,3.5,5.3,90
BER,18651105,-,-,100,-,0,-,3.3,3.5,4.6,87
BER,18651106,-,-,100,-,0,-,4.2,3.5,6,89
BER,18651107,-,-,70,-,0,-,3.7,3.1,6.9,93
BER,18651108,-,-,100,-,0,-,4.6,3.5,5.9,90
BER,18651109,-,-,60,-,7.6,-,3.4,0.6,9,88
BER,18651110,-,-,90,-,0,-,3.3,-1,5.9,90
BER,18651111,-,-,0,-,0,-,1.7,-0.7,7,75
BER,18651112,-,-,0,-,0,-,0.9,-3.7,6,86
BER,18651113,-,-,0,-,0,-,-0.1,-2.5,5,90
BER,18651114,-,-,90,-,0,-,-2,-3.9,0.6,96
BER,18651115,-,-,100,-,0,-,-2.5,-4,0.8,96
BER,18651116,-,-,40,-,0,-,-0.7,-5,5.5,92
BER,18651117,-,-,100,-,0,-,2.5,-0.9,5.5,85
BER,18651118,-,-,90,-,4.2,-,4.7,3.3,8,94
BER,18651119,-,-,70,-,0,-,0.6,-1.3,7.1,91
BER,18651120,-,-,70,-,0,-,2.3,-1.9,5,92
BER,18651121,-,-,70,-,0,-,3.8,-0.1,8.7,89
BER,18651122,-,-,90,-,5.7,-,7,4.9,9.4,94
BER,18651123,-,-,20,-,0,-,9,6,17,80
BER,18651124,-,-,20,-,0,-,7,2.6,16,84
BER,18651125,-,-,40,-,0,-,7,3.8,12.8,76
BER,18651126,-,-,90,-,0,-,6.5,3.8,11,86
BER,18651127,-,-,80,-,14.1,-,5.4,2.2,8.4,92
BER,18651128,-,-,100,-,4.6,-,3.5,1,6,93
BER,18651129,-,-,90,-,5.2,-,5.4,4.5,7.9,82
BER,18651130,-,-,100,-,2.8,-,4.1,3.6,6.6,95
BER,18651201,-,-,100,950.9,16.9,-,2.7,1.8,3.7,95
BER,18651202,-,-,100,947.2,5.5,-,3.2,2,4.5,96
BER,18651203,-,-,100,944.7,0,-,2.1,1,3.2,99
BER,18651204,-,-,100,940,0,-,1.6,0.5,4,98
BER,18651205,-,-,70,947.2,3.2,-,3.8,2.4,6,93
BER,18651206,-,-,90,956.1,0,-,2.7,0.7,4.3,95
BER,18651207,-,-,100,960.6,0,-,1.7,0.9,3,88
BER,18651208,-,-,90,965.4,0,-,0.1,-1,1.7,88
BER,18651209,-,-,100,965.2,0,-,-1.3,-2.4,-0.7,90
BER,18651210,-,-,90,967,0,-,-2.6,-3.5,0,97
BER,18651211,-,-,80,963.6,0,-,-1.4,-4.4,0.5,88
BER,18651212,-,-,40,960,0,-,-0.6,-2,1,84
BER,18651213,-,-,90,958.3,0,-,-3.9,-5.5,-2,87
BER,18651214,-,-,40,958.6,0,-,-6,-8.3,-2.7,87
BER,18651215,-,-,60,961.6,0,-,-3,-9,-0.6,87
BER,18651216,-,-,10,965,0,-,-4.8,-6.6,-1.6,86
BER,18651217,-,-,40,963,0,-,-1.9,-8.9,2.8,78
BER,18651218,-,-,70,959.2,0,-,-1.2,-6.3,1.3,87
BER,18651219,-,-,30,958.1,0,-,-3.9,-6.9,1,88
BER,18651220,-,-,80,961.2,0,-,-5.8,-8.9,-4.4,96
BER,18651221,-,-,100,963.4,0,-,-5.9,-6.8,-5,99
BER,18651222,-,-,70,962,0,-,-6.2,-8,-4.6,98
BER,18651223,-,-,70,962.6,0,-,-6.1,-8.5,-4.3,99
BER,18651224,-,-,100,963.8,0,-,-6.2,-8.1,-4.9,98
BER,18651225,-,-,70,964.6,0,-,-6.8,-8.6,-3.7,97
BER,18651226,-,-,30,963.5,0,-,-6.4,-10.8,-0.8,95
BER,18651227,-,-,30,963.3,0,-,-6.1,-9,0.2,92
BER,18651228,-,-,30,960.9,0,-,-6.8,-10,-1.4,99
BER,18651229,-,-,40,954.5,0,-,-6.7,-11,-0.4,99
BER,18651230,-,-,100,949.8,0,-,-1.7,-10,2,92
BER,18651231,-,-,100,956.9,2,-,0.2,-1.2,1.9,99
BER,18660101,-,-,100,949.3,0,-,0.4,-3.5,2.5,91
BER,18660102,-,-,90,959.4,7.3,-,1.2,0.5,2.7,96
BER,18660103,-,-,70,958,0,-,2.5,-0.3,5.5,90
BER,18660104,-,-,30,956,0,-,0.1,-2.1,4.5,94
BER,18660105,-,-,0,953.9,0,-,-0.2,-4.1,5.5,90
BER,18660106,-,-,60,953.5,0,-,-0.3,-2.4,3,93
BER,18660107,-,-,100,952.3,4.1,-,1.6,-0.9,3,93
BER,18660108,-,-,80,943.9,0,-,4.9,1.1,8.1,91
BER,18660109,-,-,80,933.6,11.6,-,3.7,0.1,8.5,71
BER,18660110,-,-,70,936,1.6,-,1.5,-1,3,81
BER,18660111,-,-,100,930.9,0,-,2.4,-2.4,5.5,78
BER,18660112,-,-,60,944.7,6,-,0.1,-3.5,5.5,79
BER,18660113,-,-,90,955.7,0,-,0,-4,2.6,85
BER,18660114,-,-,80,959.7,2.2,-,2.1,0,6.2,97
BER,18660115,-,-,100,960,0,-,2.1,0.1,3.5,99
BER,18660116,-,-,100,960,0,-,3.7,1.2,5.3,90
BER,18660117,-,-,100,962.1,2.2,-,4.2,2.5,6.1,84
BER,18660118,-,-,20,962.1,0,-,3.2,0.3,8.2,86
BER,18660119,-,-,0,957.1,0,-,3,-2,8,83
BER,18660120,-,-,50,955.1,0,-,2.8,-0.1,8.9,81
BER,18660121,-,-,40,958,0,-,2.9,-0.9,8.2,84
BER,18660122,-,-,0,960.7,0,-,1.8,-2.1,7.6,84
BER,18660123,-,-,90,955.9,9.8,-,2.1,-0.8,5.3,82
BER,18660124,-,-,50,964.4,3.1,-,1.7,-1,4.1,89
BER,18660125,-,-,10,967.5,0,-,1.2,-3,6,87
BER,18660126,-,-,0,966.3,0,-,1.7,-1.7,7.3,85
BER,18660127,-,-,0,964.8,0,-,1.7,-2.6,9,84
BER,18660128,-,-,10,959.9,0,-,1.7,-3,9.1,81
BER,18660129,-,-,90,954.1,0,-,5.3,-1,8.9,75
BER,18660130,-,-,50,956,0,-,4.3,0.7,9.9,84
BER,18660131,-,-,40,952.8,0,-,3.4,-1.9,8.9,84
BER,18660201,-,-,100,948.3,0,-,5.3,3,9,89
BER,18660202,-,-,70,948.5,17.4,-,9.9,5.5,12.9,73
BER,18660203,-,-,90,953.9,11,-,4.4,3,7,82
BER,18660204,-,-,90,958.2,0,-,3.5,1.4,5.6,72
BER,18660205,-,-,70,954.3,2.6,-,2.8,0.8,6.1,91
BER,18660206,-,-,100,956.3,6.8,-,3.8,1.9,4.5,90
BER,18660207,-,-,70,954,0,-,9,3.4,14.1,77
BER,18660208,-,-,80,955.4,9.8,-,6.2,3,9,73
BER,18660209,-,-,50,955.3,0,-,3,0,8.8,79
BER,18660210,-,-,20,948.6,0,-,6.2,-2.1,12.9,74
BER,18660211,-,-,100,943.5,9.1,-,4.5,1,6,89
BER,18660212,-,-,100,939.6,8.9,-,3.9,2.9,8,92
BER,18660213,-,-,70,943.6,28.2,-,2,0.4,4.5,90
BER,18660214,-,-,50,947.6,3.5,-,1.5,-1.4,5.8,77
BER,18660215,-,-,70,941.9,0,-,0.5,-2,3,91
BER,18660216,-,-,100,948.3,0,-,2.7,0.6,5.3,93
BER,18660217,-,-,30,949.9,0,-,4.8,-1,13,79
BER,18660218,-,-,60,946.8,0,-,5.7,1,10.1,77
BER,18660219,-,-,100,945.9,5.3,-,2.9,0.5,6,91
BER,18660220,-,-,100,945.1,0,-,0.8,-0.2,1.6,97
BER,18660221,-,-,100,946.6,4.1,-,2.6,0.9,4.4,99
BER,18660222,-,-,100,952.5,3.8,-,3.5,1.9,5.2,95
BER,18660223,-,-,60,951.8,0,-,4.3,2.2,8.5,81
BER,18660224,-,-,100,947.7,2.3,-,3,1.2,5.1,91
BER,18660225,-,-,10,946.7,2,-,0.5,-2,5.9,83
BER,18660226,-,-,0,937.8,0,-,1.5,-3.5,6.9,78
BER,18660227,-,-,40,934,0,-,2,-2,6.9,84
BER,18660228,-,-,70,925.2,3.4,-,5,-0.1,10.1,74
BER,18660301,-,-,70,934,0,-,3.9,0,8.3,86
BER,18660302,-,-,100,936.3,9.9,-,3.8,0,6.9,92
BER,18660303,-,-,100,933.6,3.8,-,2.5,1.1,5,96
BER,18660304,-,-,50,938.6,1.6,-,6.1,1.2,11.6,85
BER,18660305,-,-,100,938.7,0,-,4.2,2.4,6.6,94
BER,18660306,-,-,90,936.8,15.4,-,2,0.4,4.6,91
BER,18660307,-,-,70,935,0,-,4.8,-1,9.9,71
BER,18660308,-,-,90,933.9,4.9,-,2.5,-0.1,5.9,86
BER,18660309,-,-,100,936.8,0,-,0.4,0.1,1.5,99
BER,18660310,-,-,100,944.2,18.3,-,0.7,-0.5,1.9,93
BER,18660311,-,-,100,953.9,0,-,0.5,-1,3.4,89
BER,18660312,-,-,20,951.7,0,-,0.9,-3.9,7.5,85
BER,18660313,-,-,100,936.1,0,-,2,0.1,3.5,91
BER,18660314,-,-,100,931.2,7.1,-,0.3,-1.2,2.5,89
BER,18660315,-,-,20,934.4,0,-,-1.5,-5.5,3.7,93
BER,18660316,-,-,60,934.9,0,-,2.2,-3.5,8.2,84
